Frame,Time,PELO_X,PELO_Y,PELO_Z,PELP_X,PELP_Y,PELP_Z,LKJC_X,LKJC_Y,LKJC_Z,LHJC_X,LHJC_Y,LHJC_Z,LAJC_X,LAJC_Y,LAJC_Z,RHJC_X,RHJC_Y,RHJC_Z,RKJC_X,RKJC_Y,RKJC_Z,RAJC_X,RAJC_Y,RAJC_Z,LTOO_X,LTOO_Y,LTOO_Z,RTOO_X,RTOO_Y,RTOO_Z,TRXO_X,TRXO_Y,TRXO_Z,TRXP_X,TRXP_Y,TRXP_Z
104,1.04,245.450759887695,-1605.064453125,869.658325195312,244.235641479492,-1552.46374511719,994.274291992188,143.683410644531,-1362.42687988281,524.59912109375,177.845611572266,-1607.00500488281,870.0341796875,155.292098999023,-1484.791015625,121.822509765625,313.055908203125,-1603.12390136719,869.282592773438,303.28076171875,-1465.21350097656,461.602172851562,277.687896728516,-1622.42211914062,100.217926025391,126.730072021484,-1331.40380859375,87.0721435546875,317.326019287109,-1468.92199707031,63.3150482177734,253.755447387695,-1329.28491210938,1318.56030273438,251.122589111328,-1400.80847167969,1178.26428222656
105,1.05,245.210327148438,-1594.63061523438,869.860778808594,244.074172973633,-1541.96948242188,994.451904296875,143.720794677734,-1348.44567871094,526.250671386719,177.596527099609,-1596.25952148438,870.148620605469,153.771774291992,-1445.91369628906,118.388008117676,312.824096679688,-1593.00146484375,869.572814941406,302.897521972656,-1458.81457519531,460.705200195312,277.161651611328,-1621.08178710938,101.794395446777,126.143989562988,-1290.75891113281,91.653678894043,317.130706787109,-1468.1767578125,62.8356056213379,253.054733276367,-1318.97082519531,1318.88696289062,250.587341308594,-1390.67419433594,1178.62780761719
106,1.06,244.919525146484,-1584.06530761719,869.9814453125,243.858306884766,-1531.34814453125,994.549682617188,143.673568725586,-1334.71337890625,527.566772460938,177.298583984375,-1585.3818359375,870.178588867188,152.289886474609,-1408.28186035156,115.310485839844,312.540435791016,-1582.74841308594,869.784240722656,302.568450927734,-1452.40002441406,459.733123779297,276.7939453125,-1619.7529296875,103.425476074219,125.620185852051,-1251.81860351562,96.3621139526367,316.959869384766,-1467.44165039062,62.3977432250977,252.2529296875,-1308.54016113281,1319.14599609375,249.963592529297,-1380.4208984375,1178.91687011719
107,1.07,244.578399658203,-1573.36865234375,870.020629882812,243.58821105957,-1520.60009765625,994.567565917969,143.553894042969,-1321.21875,528.546752929688,176.951904296875,-1574.37243652344,870.124145507812,150.854522705078,-1371.86535644531,112.622863769531,312.204895019531,-1572.36499023438,869.9169921875,302.293151855469,-1445.96887207031,458.685394287109,276.583190917969,-1618.435546875,105.112777709961,125.126022338867,-1214.52087402344,101.144515991211,316.8125,-1466.71716308594,62.0035171508789,251.350051879883,-1297.99304199219,1319.33776855469,249.2509765625,-1370.04833984375,1179.13195800781
108,1.08,244.186920166016,-1562.54113769531,869.978332519531,243.263519287109,-1509.72546386719,994.505798339844,143.37255859375,-1307.95080566406,529.191955566406,176.556411743164,-1563.23107910156,869.985534667969,149.475952148438,-1336.67297363281,110.353439331055,311.817413330078,-1561.85107421875,869.971008300781,302.070587158203,-1439.52124023438,457.561157226562,276.525695800781,-1617.12878417969,106.855583190918,124.642707824707,-1178.82836914062,105.953056335449,316.688171386719,-1466.00256347656,61.6543197631836,250.346160888672,-1287.32946777344,1319.46154785156,248.44987487793,-1359.55639648438,1179.27331542969
109,1.09,243.744873046875,-1551.58264160156,869.855041503906,242.884292602539,-1498.72399902344,994.364868164062,143.139709472656,-1294.89892578125,529.506713867188,176.111953735352,-1551.95861816406,869.763244628906,148.166961669922,-1302.76037597656,108.515518188477,311.377807617188,-1551.20654296875,869.946716308594,301.899353027344,-1433.05749511719,456.359741210938,276.614288330078,-1615.83154296875,108.650543212891,124.166633605957,-1144.7412109375,110.732833862305,316.586364746094,-1465.29858398438,61.3500061035156,249.241348266602,-1276.54931640625,1319.51806640625,247.560302734375,-1348.9443359375,1179.34191894531
110,1.1,243.252014160156,-1540.49426269531,869.651428222656,242.450576782227,-1487.59704589844,994.145141601562,142.865646362305,-1282.05163574219,529.498474121094,175.618270874023,-1540.55603027344,869.458374023438,146.943878173828,-1270.23449707031,107.0986328125,310.8857421875,-1540.43225097656,869.844299316406,301.777069091797,-1426.57885742188,455.080718994141,276.837188720703,-1614.54089355469,110.491050720215,123.70874786377,-1112.30395507812,115.412612915039,316.506652832031,-1464.60461425781,61.0876121520996,248.035919189453,-1265.65270996094,1319.50744628906,246.582473754883,-1338.21215820312,1179.33850097656
111,1.11,242.707824707031,-1529.27697753906,869.368591308594,241.961944580078,-1476.34497070312,993.847961425781,142.561279296875,-1269.39758300781,529.179077148438,175.074905395508,-1529.02526855469,869.072509765625,145.827606201172,-1239.25012207031,106.062721252441,310.340728759766,-1529.5283203125,869.664611816406,301.700439453125,-1420.0859375,453.724334716797,277.178314208984,-1613.25390625,112.368560791016,123.291625976562,-1081.60607910156,119.8994140625,316.447479248047,-1463.92114257812,60.861988067627,246.730331420898,-1254.63916015625,1319.43017578125,245.516845703125,-1327.35900878906,1179.26391601562
112,1.12,242.111694335938,-1517.93237304688,869.008239746094,241.418350219727,-1464.96936035156,993.474670410156,142.23844909668,-1256.92333984375,528.565063476562,174.481185913086,-1517.36877441406,868.607849121094,144.843948364258,-1209.99841308594,105.336761474609,309.7421875,-1518.49584960938,869.408569335938,301.665740966797,-1413.57885742188,452.291687011719,277.617858886719,-1611.96606445312,114.274131774902,122.944160461426,-1052.77172851562,124.076347351074,316.406372070312,-1463.24926757812,60.6638832092285,245.325378417969,-1243.5087890625,1319.28686523438,244.364059448242,-1316.38464355469,1179.119140625
113,1.13,241.462692260742,-1506.46276855469,868.572448730469,240.819320678711,-1453.47241210938,993.027465820312,141.909576416016,-1244.61560058594,527.677673339844,173.836166381836,-1505.58996582031,868.067443847656,144.022796630859,-1182.68786621094,104.822624206543,309.089172363281,-1507.33557128906,869.077453613281,301.668304443359,-1407.05456542969,450.785736083984,278.134399414062,-1610.67077636719,116.200485229492,122.695167541504,-1025.9462890625,127.804931640625,316.379638671875,-1462.58996582031,60.4811210632324,243.822280883789,-1232.26245117188,1319.07788085938,243.125106811523,-1305.28955078125,1178.9052734375
114,1.14,240.759674072266,-1494.87194824219,868.064147949219,240.164596557617,-1441.857421875,992.509155273438,141.587097167969,-1232.45849609375,526.543701171875,173.138626098633,-1493.69396972656,867.455200195312,143.395843505859,-1157.52502441406,104.403678894043,308.380706787109,-1496.05004882812,868.673156738281,301.703460693359,-1400.50524902344,449.210998535156,278.706604003906,-1609.35803222656,118.144309997559,122.567535400391,-1001.27697753906,130.931884765625,316.363342285156,-1461.94396972656,60.2967376708984,242.222778320312,-1220.90063476562,1318.80444335938,241.801544189453,-1294.07336425781,1178.62414550781
115,1.15,240.001312255859,-1483.16381835938,867.48681640625,239.453628540039,-1430.12841796875,991.923095703125,141.282775878906,-1220.43603515625,525.194152832031,172.387145996094,-1481.68627929688,866.775695800781,142.992584228516,-1134.69030761719,103.957534790039,307.615447998047,-1484.64147949219,868.197937011719,301.766967773438,-1393.91809082031,447.574554443359,279.31640625,-1608.01354980469,120.109817504883,122.572364807129,-978.892150878906,133.299179077148,316.352447509766,-1461.31164550781,60.0915069580078,240.529403686523,-1209.42468261719,1318.4677734375,240.395538330078,-1282.73718261719,1178.27783203125
116,1.16,239.186187744141,-1471.34411621094,866.844543457031,238.685913085938,-1418.29077148438,991.273376464844,141.006591796875,-1208.53186035156,523.6640625,171.580154418945,-1469.57446289062,866.034362792969,142.835464477539,-1114.31994628906,103.370246887207,306.792205810547,-1473.11352539062,867.654541015625,301.855133056641,-1387.26953125,445.886169433594,279.950592041016,-1606.61462402344,122.110054016113,122.707000732422,-958.882934570312,134.757751464844,316.342864990234,-1460.69104003906,59.8426780700684,238.745407104492,-1197.83703613281,1318.06921386719,238.909713745117,-1271.28271484375,1177.86828613281
117,1.17,238.312759399414,-1459.41906738281,866.142028808594,237.86083984375,-1406.35083007812,990.564697265625,140.765563964844,-1196.728515625,521.991516113281,170.715911865234,-1457.36706542969,865.237548828125,142.9345703125,-1096.4892578125,102.550392150879,305.909606933594,-1461.47082519531,867.04638671875,301.965911865234,-1380.52783203125,444.158233642578,280.603363037109,-1605.13061523438,124.170333862305,122.954460144043,-941.289672851562,135.182830810547,316.330688476562,-1460.07861328125,59.5274467468262,236.875045776367,-1186.14025878906,1317.61071777344,237.347457885742,-1259.7119140625,1177.3984375
118,1.18,237.379699707031,-1447.39636230469,865.384582519531,236.978103637695,-1394.31652832031,989.802551269531,140.563140869141,-1185.00842285156,520.216613769531,169.792831420898,-1445.07397460938,864.391845703125,143.284255981445,-1081.20532226562,101.439849853516,304.966552734375,-1449.71887207031,866.377258300781,302.098785400391,-1373.64965820312,442.406066894531,281.277069091797,-1603.52026367188,126.328857421875,123.286834716797,-926.096374511719,134.490036010742,316.313385009766,-1459.46728515625,59.1244201660156,234.923690795898,-1174.33935546875,1317.09460449219,235.713272094727,-1248.02880859375,1176.87170410156
119,1.19,236.385665893555,-1435.28540039062,864.578125,236.037185668945,-1382.19750976562,988.992797851562,140.398498535156,-1173.35437011719,518.379821777344,168.809341430664,-1432.70617675781,863.504516601562,143.861602783203,-1068.40380859375,100.020179748535,303.961975097656,-1437.86437988281,865.651550292969,302.255218505859,-1366.58068847656,440.647766113281,281.982482910156,-1601.72973632812,128.637649536133,123.669479370117,-913.23095703125,132.649261474609,316.2900390625,-1458.84729003906,58.6173324584961,232.89778137207,-1162.43957519531,1316.52282714844,234.012344360352,-1236.23779296875,1176.29113769531
120,1.2,235.329956054688,-1423.09631347656,863.728820800781,235.03791809082,-1370.00451660156,988.141967773438,140.26643371582,-1161.7490234375,516.520935058594,167.764404296875,-1420.27648925781,862.583190917969,144.627304077148,-1057.95043945312,98.313850402832,302.895446777344,-1425.91577148438,864.874389648438,302.437896728516,-1359.25476074219,438.903961181641,282.737091064453,-1599.69079589844,131.159927368164,124.065620422363,-902.568725585938,129.694412231445,316.262329101562,-1458.20373535156,57.9972991943359,230.805114746094,-1150.44836425781,1315.89904785156,232.250885009766,-1224.34521484375,1175.66149902344
121,1.21,234.212219238281,-1410.84020996094,862.843322753906,233.980178833008,-1357.7490234375,987.256896972656,140.157760620117,-1150.17541503906,514.677856445312,166.657424926758,-1407.79821777344,861.635498046875,145.529220581055,-1049.64831542969,96.3797073364258,301.766998291016,-1413.88195800781,864.051147460938,302.650909423828,-1351.59558105469,437.197662353516,283.563140869141,-1597.32153320312,133.968139648438,124.441841125488,-893.940368652344,125.728843688965,316.234436035156,-1457.51806640625,57.2682266235352,228.654571533203,-1138.37390136719,1315.22607421875,230.435882568359,-1212.35827636719,1174.98657226562
122,1.22,233.032943725586,-1398.52954101562,861.928527832031,232.864517211914,-1345.44445800781,986.3447265625,140.060150146484,-1138.6181640625,512.884338378906,165.488494873047,-1395.28515625,860.669006347656,146.508041381836,-1043.24951171875,94.3036193847656,300.577331542969,-1401.77368164062,863.187927246094,302.8984375,-1343.51916503906,435.553497314453,284.484527587891,-1594.52612304688,137.138687133789,124.771903991699,-887.140686035156,120.923027038574,316.213317871094,-1456.76574707031,56.4499702453613,226.456359863281,-1126.22644042969,1314.50842285156,228.575622558594,-1200.28601074219,1174.27172851562
123,1.23,231.793395996094,-1386.17761230469,860.9912109375,231.691467285156,-1333.10473632812,985.412719726562,139.959533691406,-1127.06433105469,511.168304443359,164.258651733398,-1382.75268554688,859.691223144531,147.503829956055,-1038.46997070312,92.1856384277344,299.328155517578,-1389.6025390625,862.291198730469,303.184387207031,-1334.93640136719,433.997161865234,285.522583007812,-1591.19689941406,140.745666503906,125.040145874023,-881.936950683594,115.504737854004,316.208374023438,-1455.916015625,55.5824661254883,224.221694946289,-1114.01770019531,1313.75036621094,226.678970336914,-1188.13891601562,1173.52160644531
124,1.24,230.495697021484,-1373.79846191406,860.038696289062,230.462326049805,-1320.74475097656,984.468383789062,139.841323852539,-1115.5048828125,509.550750732422,162.969696044922,-1370.2158203125,858.709228515625,148.462905883789,-1035.00854492188,90.1255111694336,298.021667480469,-1377.38110351562,861.368041992188,303.510681152344,-1325.75549316406,432.554718017578,286.691864013672,-1587.21728515625,144.853546142578,125.242218017578,-878.078369140625,109.739463806152,316.231597900391,-1454.92907714844,54.7284049987793,221.962875366211,-1101.76086425781,1312.95751953125,224.755630493164,-1175.92895507812,1172.74255371094
