Time,FP1_COP_X,FP1_COP_Y,FP1_COP_Z,FP1_Force_X,FP1_Force_Y,FP1_Force_Z,FP2_COP_X,FP2_COP_Y,FP2_COP_Z,FP2_Force_X,FP2_Force_Y,FP2_Force_Z,FP3_COP_X,FP3_COP_Y,FP3_COP_Z,FP3_Force_X,FP3_Force_Y,FP3_Force_Z,FP4_COP_X,FP4_COP_Y,FP4_COP_Z,FP4_Force_X,FP4_Force_Y,FP4_Force_Z
0.29,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,207.643193244934,-1058.38998413086,0.0770315602421761,0,0,0,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.290992963252541,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,207.643193244934,-1058.38998413086,0.0770315602421761,0,0,0,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.291985926505082,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,207.643193244934,-1058.38998413086,0.0770315602421761,-3.60537779292787,-2.17015946765015,11.7819369732375,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.292978889757623,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,207.643193244934,-1058.38998413086,0.0770315602421761,-3.0550819224271,-0.817725756157307,22.8631159829231,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.293971853010164,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,144.546973593885,-1161.00408855066,0.330984302883418,-1.06848758904471,-1.94982654089989,35.7347680392744,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.294964816262705,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,155.283953978234,-1148.8748369078,0.297152077889518,-0.411258463147069,-1.99326732953022,61.4780260293411,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.295957779515246,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,154.95646011182,-1146.62027273657,0.293566111172301,2.93539093325954,-1.50118359673901,88.2898816432468,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.296950742767787,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,155.707501282879,-1147.1453763787,0.293616337206605,5.3787328166783,-9.01945981405253,107.6082254813,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.297943706020328,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,157.13674985793,-1141.68133024362,0.282339567394123,8.62422847413064,-15.6553228149337,123.348536943153,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.298936669272869,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,155.451844462166,-1143.63595989359,0.287738864595038,10.6079676209967,-19.2804064090994,133.364135014481,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.29992963252541,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,156.555760077403,-1142.9264366487,0.285206234406133,11.1596191180659,-27.2584113561747,144.104178112547,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.300922595777951,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,155.637020034149,-1140.32309508625,0.281694397764922,13.4135690482505,-38.1695820459548,154.132297107135,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.301915559030493,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,155.929280471316,-1139.31856505207,0.279586914956018,17.2825294245929,-48.8995948888789,165.945972793041,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.302908522283034,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,155.162444242142,-1139.1144932934,0.28011992530191,16.8522018306585,-54.5612537693041,180.25863681473,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.303901485535575,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,155.034839408431,-1139.81790300796,0.28150603356359,16.5161937254254,-60.9268203485408,198.505513351899,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.304894448788116,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,157.184590712282,-1135.74870699,0.271845351105113,18.8874744291852,-73.2181399575761,232.134533266949,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.305887412040657,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,156.736216982594,-1137.45724766122,0.27537316406373,23.6612833323897,-86.2456362967086,251.102307224512,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.306880375293198,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,156.992621428675,-1133.59572474512,0.268280460791431,31.1308589385868,-94.9061320616621,277.210369752189,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.307873338545739,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,157.3773714208,-1134.38200042557,0.269216338980614,33.9498145614426,-111.819731041712,309.77433712408,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
0.30886630179828,198.839491009712,300.407131969929,0.0558755174279213,0,0,0,202.900344073772,-304.365000247955,-0.0795827358961105,0,0,0,157.261961221735,-1133.80621078539,0.268337485677768,41.0610025243109,-120.746864788639,335.883270468151,-199.669021964073,-305.422266483307,-0.130891893059015,0,0,0
